Order_Date,Product_ID,Product_Category,Buyer_Gender,Buyer_Age,Order_Location,International_Shipping,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating
2024-06-29,BF1551,Ornaments,Male,22,Manchester,Yes,15,40,55,1,55,4
2024-07-01,BF1544,Other,Male,32,Cleveland,No,9,0,9,2,18,5
2024-04-25,BF1548,Clothing,Male,31,Las Vegas,No,65,0,65,1,65,4
2023-12-15,BF1550,Clothing,Female,20,Miami,No,97,0,97,2,194,4
2024-06-28,BF1545,Other,Male,23,Austin,No,10,0,10,3,30,1
2024-02-14,BF1547,Ornaments,Female,35,San Antonio,No,32,0,32,1,32,4
2024-03-20,BF1543,Clothing,Male,24,New Delhi,Yes,100,70,170,2,340,3
2024-08-09,BF1551,Ornaments,Female,33,Las Vegas,No,15,0,15,3,45,5
2024-07-13,BF1550,Clothing,Male,18,Cleveland,No,97,0,97,1,97,5
2024-06-25,BF1548,Clothing,Male,27,Portland,No,65,0,65,1,65,2
2024-02-22,BF1548,Clothing,Male,27,San Antonio,No,65,0,65,1,65,4
2024-08-22,BF1543,Clothing,Female,19,San Francisco,No,100,0,100,2,200,4
2024-08-12,BF1551,Ornaments,Male,19,Miami,No,15,0,15,3,45,4
2024-04-12,BF1544,Other,Male,21,Toronto,Yes,9,25,34,2,68,5
2023-11-15,BF1543,Clothing,Male,29,Sacramento,No,100,0,100,1,100,3
2024-01-25,BF1548,Clothing,Female,25,Austin,No,65,0,65,1,65,5
2024-01-13,BF1554,Ornaments,Male,33,Detroit,No,20,0,20,1,20,5
2024-03-08,BF1545,Other,Female,28,Montreal,Yes,10,25,35,1,35,4
2024-09-16,BF1550,Clothing,Male,25,Austin,No,97,0,97,5,485,5
2024-08-18,BF1548,Clothing,Male,27,New York,No,65,0,65,1,65,5
2024-01-20,BF1543,Clothing,Male,32,San Francisco,No,100,0,100,1,100,1
2024-05-22,BF1545,Other,Male,32,Las Vegas,No,10,0,10,1,10,3
2024-09-01,BF1544,Other,Male,18,Sacramento,No,9,0,9,1,9,4
2024-06-17,BF1548,Clothing,Female,18,San Francisco,No,65,0,65,2,130,5
2024-07-18,BF1551,Ornaments,Male,35,San Francisco,No,15,0,15,1,15,1
2024-11-03,BF1548,Clothing,Male,31,Sydney,Yes,65,100,165,3,495,4
2024-07-13,BF1545,Other,Female,30,San Antonio,No,10,0,10,1,10,3
2024-03-23,BF1549,Clothing,Male,21,London,Yes,130,40,170,1,170,4
2023-12-16,BF1550,Clothing,Female,25,San Antonio,No,97,0,97,1,97,4
2024-01-13,BF1551,Ornaments,Male,32,Manchester,Yes,15,40,55,1,55,4
2024-05-06,BF1548,Clothing,Male,22,Manchester,Yes,65,40,105,1,105,3
2024-05-22,BF1551,Ornaments,Male,29,Montreal,Yes,15,25,40,1,40,3
2024-06-27,BF1551,Ornaments,Male,29,Glasgow,Yes,15,40,55,1,55,5
2024-03-24,BF1547,Ornaments,Male,20,Portland,No,32,0,32,1,32,5
2023-12-19,BF1550,Clothing,Female,31,San Francisco,No,97,0,97,1,97,5
2024-09-09,BF1550,Clothing,Male,33,New York,No,97,0,97,3,291,4
2024-03-07,BF1549,Clothing,Female,31,New York,No,130,0,130,3,390,2
2023-11-11,BF1554,Ornaments,Male,25,Memphis,No,20,0,20,2,40,4
2024-09-11,BF1548,Clothing,Male,32,Portland,No,65,0,65,1,65,1
2023-11-14,BF1550,Clothing,Male,28,Liverpool,Yes,97,40,137,1,137,1
2023-12-08,BF1547,Ornaments,Male,35,Detroit,No,32,0,32,1,32,5
2024-06-15,BF1543,Clothing,Female,26,Sacramento,No,100,0,100,3,300,1
2023-11-11,BF1544,Other,Male,19,New Delhi,Yes,9,70,79,1,79,4
2024-10-11,BF1554,Ornaments,Female,27,New Jersey,No,20,0,20,1,20,3
2024-09-14,BF1550,Clothing,Male,33,San Antonio,No,97,0,97,4,388,4
2024-02-08,BF1550,Clothing,Male,28,Pittsburgh,No,97,0,97,1,97,5
2023-11-17,BF1554,Ornaments,Female,29,New York,No,20,0,20,1,20,2
2024-03-20,BF1543,Clothing,Male,28,Dublin,Yes,100,40,140,5,700,4
2024-04-10,BF1548,Clothing,Female,18,Austin,No,65,0,65,1,65,2
2024-01-02,BF1549,Clothing,Female,28,San Antonio,No,130,0,130,1,130,4
2023-12-28,BF1547,Ornaments,Male,22,Las Vegas,No,32,0,32,2,64,4
2023-11-30,BF1548,Clothing,Male,33,San Antonio,No,65,0,65,1,65,4
2024-04-01,BF1547,Ornaments,Male,35,San Antonio,No,32,0,32,2,64,4
2024-03-03,BF1544,Other,Female,24,London,Yes,9,40,49,1,49,5
2023-11-29,BF1545,Other,Female,30,Mumbai,Yes,10,70,80,3,240,3
2024-05-19,BF1544,Other,Female,21,San Francisco,No,9,0,9,1,9,5
2024-04-26,BF1548,Clothing,Male,21,Montreal,Yes,65,25,90,2,180,4
2024-03-21,BF1550,Clothing,Male,30,New Jersey,No,97,0,97,2,194,4
2024-08-16,BF1550,Clothing,Male,19,New Jersey,No,97,0,97,3,291,5
2024-02-14,BF1547,Ornaments,Male,26,Detroit,No,32,0,32,1,32,4
2024-05-21,BF1550,Clothing,Male,19,Miami,No,97,0,97,1,97,2
2023-12-30,BF1544,Other,Male,18,San Antonio,No,9,0,9,1,9,3
2024-01-26,BF1545,Other,Male,26,Sydney,Yes,10,100,110,3,330,5
2024-05-09,BF1548,Clothing,Male,27,Austin,No,65,0,65,3,195,1
2024-05-22,BF1552,Ornaments,Male,33,Las Vegas,No,45,0,45,3,135,5
2024-03-18,BF1551,Ornaments,Female,24,Portland,No,15,0,15,1,15,3
2024-01-09,BF1545,Other,Male,25,San Francisco,No,10,0,10,1,10,1
2024-05-13,BF1544,Other,Male,24,Sacramento,No,9,0,9,2,18,5
2023-12-12,BF1544,Other,Female,28,Mumbai,Yes,9,70,79,5,395,3
2024-10-01,BF1553,Ornaments,Female,24,Austin,No,50,0,50,4,200,3
2024-04-25,BF1546,Clothing,Male,18,New Delhi,Yes,118,70,188,1,188,4
2024-06-28,BF1548,Clothing,Male,35,San Antonio,No,65,0,65,1,65,3
2024-03-20,BF1545,Other,Male,23,Memphis,No,10,0,10,1,10,1
2024-01-03,BF1554,Ornaments,Male,18,Austin,No,20,0,20,1,20,4
2024-02-08,BF1544,Other,Male,26,Pittsburgh,No,9,0,9,1,9,5
2024-02-03,BF1547,Ornaments,Male,22,San Antonio,No,32,0,32,4,128,1
2024-03-08,BF1544,Other,Female,28,San Francisco,No,9,0,9,1,9,2
2024-03-13,BF1549,Clothing,Male,26,Memphis,No,130,0,130,1,130,5
2024-07-26,BF1551,Ornaments,Male,34,Detroit,No,15,0,15,1,15,5
2024-07-02,BF1548,Clothing,Female,27,Las Vegas,No,65,0,65,1,65,1
2024-08-30,BF1547,Ornaments,Male,35,Sacramento,No,32,0,32,1,32,5
2024-07-06,BF1546,Clothing,Male,29,Memphis,No,118,0,118,2,236,1
2024-03-24,BF1547,Ornaments,Male,21,Manchester,Yes,32,40,72,1,72,1
2024-05-17,BF1545,Other,Male,29,Dublin,Yes,10,40,50,3,150,5
2024-10-28,BF1555,Other,Female,34,Detroit,No,23,0,23,4,92,5
2024-01-13,BF1551,Ornaments,Male,19,Sacramento,No,15,0,15,3,45,5
2024-08-16,BF1545,Other,Male,35,Cleveland,No,10,0,10,1,10,5
2023-11-08,BF1548,Clothing,Female,24,Cleveland,No,65,0,65,3,195,2
2024-07-19,BF1553,Ornaments,Female,30,San Francisco,No,50,0,50,1,50,3
2024-05-10,BF1554,Ornaments,Male,18,Memphis,No,20,0,20,1,20,5
2024-07-22,BF1551,Ornaments,Female,25,Portland,No,15,0,15,1,15,5
2024-10-18,BF1544,Other,Male,35,Austin,No,9,0,9,1,9,1
2024-03-24,BF1552,Ornaments,Male,23,Sacramento,No,45,0,45,1,45,4
2023-12-28,BF1544,Other,Male,21,Las Vegas,No,9,0,9,1,9,3
2024-10-29,BF1552,Ornaments,Female,28,New York,No,45,0,45,1,45,1
2024-06-08,BF1548,Clothing,Male,26,Detroit,No,65,0,65,1,65,5
2024-03-03,BF1549,Clothing,Male,27,San Antonio,No,130,0,130,1,130,3
2024-02-10,BF1543,Clothing,Female,19,Austin,No,100,0,100,1,100,4
2024-10-02,BF1554,Ornaments,Male,32,Pittsburgh,No,20,0,20,1,20,1
2024-09-29,BF1548,Clothing,Male,34,San Francisco,No,65,0,65,4,260,2
2024-06-28,BF1548,Clothing,Female,21,Detroit,No,65,0,65,3,195,1
2024-07-27,BF1548,Clothing,Female,26,Paris,Yes,65,50,115,2,230,1
2024-03-27,BF1551,Ornaments,Male,30,Cardiff,Yes,15,40,55,1,55,2
2024-01-17,BF1554,Ornaments,Male,25,Portland,No,20,0,20,1,20,5
2024-09-22,BF1552,Ornaments,Female,35,New Jersey,No,45,0,45,1,45,2
2024-04-27,BF1548,Clothing,Female,29,Liverpool,Yes,65,40,105,2,210,5
2024-09-18,BF1544,Other,Male,32,Liverpool,Yes,9,40,49,1,49,4
2024-04-19,BF1551,Ornaments,Male,26,London,Yes,15,40,55,1,55,2
2024-04-12,BF1543,Clothing,Male,35,San Antonio,No,100,0,100,1,100,4
2024-10-10,BF1555,Other,Male,34,New Jersey,No,23,0,23,1,23,5
2024-10-14,BF1546,Clothing,Male,25,Liverpool,Yes,118,40,158,1,158,5
2024-03-26,BF1550,Clothing,Male,35,Toronto,Yes,97,25,122,1,122,1
2024-03-27,BF1545,Other,Male,29,Montreal,Yes,10,25,35,2,70,3
2024-05-24,BF1548,Clothing,Male,19,Montreal,Yes,65,25,90,4,360,5
2024-02-21,BF1549,Clothing,Male,29,Sacramento,No,130,0,130,2,260,4
2024-03-23,BF1550,Clothing,Male,21,Montreal,Yes,97,25,122,1,122,1
2024-03-17,BF1548,Clothing,Male,27,Detroit,No,65,0,65,2,130,4
2024-01-11,BF1551,Ornaments,Male,23,Liverpool,Yes,15,40,55,1,55,1
2024-03-06,BF1545,Other,Male,30,Las Vegas,No,10,0,10,1,10,4
2023-12-13,BF1543,Clothing,Male,20,Montreal,Yes,100,25,125,1,125,5
2023-11-23,BF1551,Ornaments,Male,21,New Jersey,No,15,0,15,1,15,4
2024-09-05,BF1554,Ornaments,Male,19,New York,No,20,0,20,1,20,5
2024-08-23,BF1546,Clothing,Female,26,San Francisco,No,118,0,118,1,118,1
2023-12-31,BF1548,Clothing,Male,33,Montreal,Yes,65,25,90,1,90,3
2024-01-27,BF1544,Other,Female,33,Glasgow,Yes,9,40,49,2,98,2
2024-10-04,BF1551,Ornaments,Male,28,Detroit,No,15,0,15,4,60,3
2024-03-18,BF1551,Ornaments,Female,34,Portland,No,15,0,15,3,45,3
2023-11-21,BF1551,Ornaments,Male,32,Dublin,Yes,15,40,55,1,55,5
2024-10-15,BF1550,Clothing,Male,30,Dublin,Yes,97,40,137,1,137,5
2024-02-09,BF1544,Other,Male,23,Austin,No,9,0,9,1,9,4
2024-09-23,BF1545,Other,Male,27,Dublin,Yes,10,40,50,1,50,5
2024-01-24,BF1548,Clothing,Male,30,Montreal,Yes,65,25,90,3,270,5
2024-06-07,BF1545,Other,Male,27,Pittsburgh,No,10,0,10,1,10,1
2024-10-03,BF1546,Clothing,Female,32,San Antonio,No,118,0,118,1,118,4
2024-10-28,BF1543,Clothing,Male,29,Austin,No,100,0,100,1,100,5
2024-05-14,BF1550,Clothing,Male,22,Detroit,No,97,0,97,4,388,4
2024-10-10,BF1550,Clothing,Male,20,Memphis,No,97,0,97,1,97,4
2024-07-07,BF1543,Clothing,Male,34,Miami,No,100,0,100,3,300,2
2024-01-23,BF1550,Clothing,Female,25,Pittsburgh,No,97,0,97,3,291,5
2023-11-20,BF1548,Clothing,Male,20,San Francisco,No,65,0,65,1,65,5
2024-07-16,BF1551,Ornaments,Female,25,New York,No,15,0,15,1,15,1
2024-02-13,BF1548,Clothing,Male,32,San Antonio,No,65,0,65,2,130,5
2024-09-23,BF1551,Ornaments,Male,33,Toronto,Yes,15,25,40,3,120,4
2024-11-02,BF1551,Ornaments,Female,21,Detroit,No,15,0,15,2,30,4
2024-04-28,BF1544,Other,Male,24,Pittsburgh,No,9,0,9,1,9,5
2024-04-17,BF1543,Clothing,Male,24,Memphis,No,100,0,100,1,100,4
2024-03-13,BF1550,Clothing,Male,21,Memphis,No,97,0,97,4,388,5
2024-01-07,BF1550,Clothing,Male,23,Sacramento,No,97,0,97,1,97,4
2024-03-15,BF1552,Ornaments,Male,22,Manchester,Yes,45,40,85,1,85,5
2024-05-18,BF1548,Clothing,Female,23,Liverpool,Yes,65,40,105,3,315,5
2024-02-29,BF1550,Clothing,Male,35,Mumbai,Yes,97,70,167,1,167,5
2024-05-03,BF1550,Clothing,Male,25,Miami,No,97,0,97,1,97,4
2024-10-21,BF1554,Ornaments,Male,19,Miami,No,20,0,20,1,20,5
2024-05-22,BF1548,Clothing,Male,29,New Jersey,No,65,0,65,1,65,4
2023-12-22,BF1545,Other,Male,28,Sacramento,No,10,0,10,2,20,5
2024-06-21,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,3,315,2
2024-08-27,BF1554,Ornaments,Male,20,Cleveland,No,20,0,20,1,20,1
2024-02-09,BF1548,Clothing,Male,31,Portland,No,65,0,65,1,65,3
2024-07-26,BF1552,Ornaments,Female,23,Sydney,Yes,45,100,145,1,145,5
2024-06-25,BF1551,Ornaments,Female,22,Las Vegas,No,15,0,15,1,15,5
2024-01-27,BF1548,Clothing,Male,18,Cardiff,Yes,65,40,105,1,105,4
2024-09-18,BF1544,Other,Male,25,Cleveland,No,9,0,9,1,9,4
2024-02-22,BF1551,Ornaments,Male,23,New Delhi,Yes,15,70,85,1,85,4
2024-10-25,BF1546,Clothing,Female,31,Mumbai,Yes,118,70,188,1,188,4
2024-07-24,BF1548,Clothing,Male,18,Portland,No,65,0,65,2,130,4
2024-01-05,BF1548,Clothing,Male,25,Sydney,Yes,65,100,165,1,165,5
2024-08-26,BF1554,Ornaments,Male,28,Miami,No,20,0,20,1,20,1
2024-06-17,BF1550,Clothing,Male,33,Liverpool,Yes,97,40,137,1,137,4
2024-10-24,BF1551,Ornaments,Female,22,Dublin,Yes,15,40,55,3,165,4
2024-01-16,BF1552,Ornaments,Male,29,New Delhi,Yes,45,70,115,1,115,4
2023-11-26,BF1554,Ornaments,Female,23,Sydney,Yes,20,100,120,4,480,3
2024-03-10,BF1543,Clothing,Male,19,Memphis,No,100,0,100,1,100,4
2024-09-13,BF1551,Ornaments,Male,20,San Francisco,No,15,0,15,4,60,3
2024-10-08,BF1550,Clothing,Male,20,London,Yes,97,40,137,1,137,2
2024-05-09,BF1548,Clothing,Male,20,Memphis,No,65,0,65,1,65,5
2023-11-30,BF1550,Clothing,Female,23,New York,No,97,0,97,5,485,2
2024-02-25,BF1552,Ornaments,Male,25,Pittsburgh,No,45,0,45,1,45,5
2024-08-05,BF1546,Clothing,Male,20,San Francisco,No,118,0,118,1,118,3
2023-11-21,BF1551,Ornaments,Female,31,New Jersey,No,15,0,15,3,45,5
2024-07-16,BF1543,Clothing,Female,29,Detroit,No,100,0,100,1,100,5
2024-10-04,BF1544,Other,Male,33,Sacramento,No,9,0,9,2,18,5
2024-01-15,BF1544,Other,Male,23,Austin,No,9,0,9,1,9,3
2024-02-26,BF1543,Clothing,Male,22,Manchester,Yes,100,40,140,1,140,4
2024-10-14,BF1550,Clothing,Male,35,Miami,No,97,0,97,1,97,4
2024-08-19,BF1546,Clothing,Male,23,Sacramento,No,118,0,118,3,354,4
2024-03-13,BF1548,Clothing,Male,26,New Jersey,No,65,0,65,4,260,1
2024-04-23,BF1551,Ornaments,Male,18,New York,No,15,0,15,1,15,1
2024-04-23,BF1543,Clothing,Male,25,New Delhi,Yes,100,70,170,1,170,5
2024-05-23,BF1551,Ornaments,Male,19,Sydney,Yes,15,100,115,1,115,5
2024-04-27,BF1543,Clothing,Male,25,Montreal,Yes,100,25,125,1,125,4
2024-07-26,BF1546,Clothing,Male,26,Cleveland,No,118,0,118,1,118,2
2024-09-23,BF1551,Ornaments,Male,27,Glasgow,Yes,15,40,55,1,55,5
2024-04-03,BF1551,Ornaments,Female,27,Cleveland,No,15,0,15,4,60,5
2024-08-13,BF1545,Other,Female,27,Pittsburgh,No,10,0,10,1,10,2
2024-06-10,BF1545,Other,Female,28,New Jersey,No,10,0,10,1,10,2
2024-07-04,BF1552,Ornaments,Male,24,Portland,No,45,0,45,2,90,2
2024-07-29,BF1548,Clothing,Male,28,Toronto,Yes,65,25,90,2,180,4
2024-09-11,BF1551,Ornaments,Male,27,Toronto,Yes,15,25,40,2,80,3
2024-04-01,BF1548,Clothing,Female,34,Portland,No,65,0,65,1,65,4
2024-09-13,BF1551,Ornaments,Male,18,Memphis,No,15,0,15,1,15,4
2024-07-06,BF1551,Ornaments,Male,18,Portland,No,15,0,15,1,15,3
2024-05-15,BF1551,Ornaments,Male,30,Austin,No,15,0,15,1,15,5
2023-12-13,BF1551,Ornaments,Male,35,New Jersey,No,15,0,15,1,15,3
2024-05-17,BF1545,Other,Male,25,Miami,No,10,0,10,4,40,4
2024-10-27,BF1550,Clothing,Male,35,Detroit,No,97,0,97,1,97,5
2023-12-03,BF1548,Clothing,Female,35,Miami,No,65,0,65,3,195,5
2023-12-24,BF1548,Clothing,Male,19,San Antonio,No,65,0,65,1,65,3
2024-03-04,BF1548,Clothing,Male,20,Austin,No,65,0,65,1,65,4
2023-12-17,BF1550,Clothing,Male,18,Cardiff,Yes,97,40,137,1,137,4
2024-05-15,BF1550,Clothing,Male,28,Portland,No,97,0,97,1,97,3
2023-11-13,BF1545,Other,Male,30,San Antonio,No,10,0,10,2,20,4
2024-02-10,BF1545,Other,Male,20,Las Vegas,No,10,0,10,1,10,5
2024-03-04,BF1551,Ornaments,Male,26,Portland,No,15,0,15,1,15,3
2024-07-31,BF1545,Other,Male,19,San Francisco,No,10,0,10,4,40,4
2023-12-14,BF1543,Clothing,Female,30,Cardiff,Yes,100,40,140,1,140,4
2024-03-23,BF1548,Clothing,Male,20,San Francisco,No,65,0,65,1,65,4
2024-02-21,BF1545,Other,Male,27,Sydney,Yes,10,100,110,1,110,5
2024-08-28,BF1553,Ornaments,Male,30,Dublin,Yes,50,40,90,2,180,5
2024-03-01,BF1554,Ornaments,Male,27,Manchester,Yes,20,40,60,2,120,2
2024-03-14,BF1549,Clothing,Male,27,Memphis,No,130,0,130,3,390,5
2024-04-27,BF1548,Clothing,Male,22,Pittsburgh,No,65,0,65,1,65,5
2023-12-20,BF1547,Ornaments,Female,35,Detroit,No,32,0,32,1,32,3
2024-03-21,BF1544,Other,Male,20,Manchester,Yes,9,40,49,1,49,3
2024-11-02,BF1545,Other,Male,34,New Jersey,No,10,0,10,1,10,4
2024-03-31,BF1545,Other,Female,18,Las Vegas,No,10,0,10,2,20,4
2023-12-02,BF1553,Ornaments,Male,34,New York,No,50,0,50,1,50,5
2023-12-26,BF1550,Clothing,Male,32,New Jersey,No,97,0,97,1,97,1
2024-04-16,BF1548,Clothing,Female,30,Liverpool,Yes,65,40,105,1,105,4
2024-05-29,BF1543,Clothing,Male,34,Liverpool,Yes,100,40,140,3,420,5
2023-12-25,BF1550,Clothing,Male,23,New Jersey,No,97,0,97,1,97,5
2024-09-13,BF1548,Clothing,Female,20,San Francisco,No,65,0,65,2,130,4
2024-01-02,BF1555,Other,Male,27,Pittsburgh,No,23,0,23,4,92,4
2024-01-27,BF1548,Clothing,Male,33,Miami,No,65,0,65,1,65,4
2024-05-15,BF1548,Clothing,Male,35,New Jersey,No,65,0,65,1,65,5
2024-05-26,BF1545,Other,Female,21,Detroit,No,10,0,10,1,10,2
2024-07-25,BF1543,Clothing,Male,19,Pittsburgh,No,100,0,100,1,100,1
2024-05-09,BF1551,Ornaments,Male,31,Miami,No,15,0,15,1,15,5
2024-02-24,BF1550,Clothing,Male,23,New York,No,97,0,97,2,194,4
2024-06-10,BF1547,Ornaments,Female,25,Sacramento,No,32,0,32,3,96,5
2024-04-10,BF1550,Clothing,Male,31,London,Yes,97,40,137,3,411,5
2024-09-23,BF1543,Clothing,Male,24,Portland,No,100,0,100,1,100,1
2024-09-06,BF1550,Clothing,Female,29,Miami,No,97,0,97,1,97,4
2024-04-10,BF1548,Clothing,Male,31,San Antonio,No,65,0,65,1,65,5
2024-04-25,BF1547,Ornaments,Female,29,Paris,Yes,32,50,82,1,82,5
2024-02-02,BF1548,Clothing,Male,26,London,Yes,65,40,105,2,210,5
2024-08-07,BF1551,Ornaments,Female,29,Sacramento,No,15,0,15,1,15,4
2024-04-29,BF1545,Other,Male,29,Cleveland,No,10,0,10,1,10,5
2024-04-28,BF1548,Clothing,Male,20,Liverpool,Yes,65,40,105,4,420,5
2024-02-27,BF1549,Clothing,Male,25,New York,No,130,0,130,2,260,5
2024-06-09,BF1544,Other,Male,26,Miami,No,9,0,9,1,9,3
2023-12-17,BF1553,Ornaments,Male,19,Manchester,Yes,50,40,90,1,90,1
2024-07-07,BF1548,Clothing,Male,33,New Jersey,No,65,0,65,2,130,1
2024-09-03,BF1544,Other,Female,18,Portland,No,9,0,9,2,18,5
2024-05-22,BF1552,Ornaments,Male,34,Manchester,Yes,45,40,85,1,85,1
2024-03-27,BF1545,Other,Male,28,Las Vegas,No,10,0,10,5,50,3
2023-11-13,BF1548,Clothing,Female,22,New Delhi,Yes,65,70,135,2,270,2
2024-06-01,BF1550,Clothing,Female,18,Dublin,Yes,97,40,137,1,137,5
2024-03-13,BF1554,Ornaments,Female,29,Mumbai,Yes,20,70,90,1,90,4
2023-11-28,BF1551,Ornaments,Male,23,San Antonio,No,15,0,15,1,15,1
2024-10-09,BF1551,Ornaments,Female,27,Dublin,Yes,15,40,55,1,55,1
2024-10-24,BF1551,Ornaments,Male,20,Mumbai,Yes,15,70,85,1,85,4
2024-09-02,BF1553,Ornaments,Female,35,Glasgow,Yes,50,40,90,3,270,5
2024-03-30,BF1550,Clothing,Male,25,Mumbai,Yes,97,70,167,3,501,2
2024-04-11,BF1548,Clothing,Female,28,San Antonio,No,65,0,65,2,130,3
2023-11-09,BF1548,Clothing,Female,25,San Antonio,No,65,0,65,3,195,3
2024-02-20,BF1543,Clothing,Male,31,Miami,No,100,0,100,1,100,4
2024-07-29,BF1545,Other,Male,21,New York,No,10,0,10,3,30,5
2024-06-21,BF1548,Clothing,Male,35,Detroit,No,65,0,65,4,260,1
2024-10-17,BF1550,Clothing,Male,18,Austin,No,97,0,97,3,291,5
2024-03-29,BF1550,Clothing,Male,30,Memphis,No,97,0,97,1,97,5
2024-05-28,BF1548,Clothing,Male,27,Memphis,No,65,0,65,1,65,2
2023-12-04,BF1554,Ornaments,Female,28,Portland,No,20,0,20,1,20,3
2024-07-15,BF1551,Ornaments,Male,28,Dublin,Yes,15,40,55,1,55,1
2024-03-11,BF1548,Clothing,Female,23,Pittsburgh,No,65,0,65,3,195,4
2024-02-22,BF1548,Clothing,Male,23,San Francisco,No,65,0,65,1,65,5
2024-02-22,BF1546,Clothing,Male,27,San Francisco,No,118,0,118,2,236,4
2024-05-14,BF1549,Clothing,Male,24,San Antonio,No,130,0,130,1,130,4
2024-10-14,BF1548,Clothing,Female,32,Portland,No,65,0,65,2,130,5
2024-11-04,BF1544,Other,Male,32,Sacramento,No,9,0,9,3,27,3
2024-07-17,BF1543,Clothing,Male,34,Sacramento,No,100,0,100,1,100,4
2024-06-17,BF1544,Other,Female,29,Dublin,Yes,9,40,49,4,196,1
2024-04-27,BF1545,Other,Male,25,San Francisco,No,10,0,10,4,40,4
2024-06-14,BF1543,Clothing,Female,27,New York,No,100,0,100,1,100,2
2024-08-13,BF1551,Ornaments,Male,34,Sacramento,No,15,0,15,1,15,5
2024-06-04,BF1549,Clothing,Male,18,Cardiff,Yes,130,40,170,1,170,2
2024-07-16,BF1543,Clothing,Female,29,Toronto,Yes,100,25,125,2,250,3
2024-01-19,BF1546,Clothing,Male,35,Portland,No,118,0,118,2,236,4
2024-07-12,BF1548,Clothing,Male,32,New York,No,65,0,65,4,260,1
2024-01-14,BF1546,Clothing,Female,21,Manchester,Yes,118,40,158,2,316,4
2024-04-24,BF1554,Ornaments,Male,31,Montreal,Yes,20,25,45,1,45,5
2023-11-20,BF1551,Ornaments,Male,26,Sacramento,No,15,0,15,5,75,2
2024-09-14,BF1548,Clothing,Male,26,Liverpool,Yes,65,40,105,1,105,4
2023-11-13,BF1551,Ornaments,Male,31,San Francisco,No,15,0,15,2,30,1
2024-01-31,BF1548,Clothing,Male,21,San Francisco,No,65,0,65,1,65,5
2024-04-29,BF1547,Ornaments,Male,19,Las Vegas,No,32,0,32,3,96,1
2024-05-04,BF1550,Clothing,Male,24,Detroit,No,97,0,97,1,97,2
2024-09-29,BF1545,Other,Male,30,New York,No,10,0,10,1,10,4
2024-09-02,BF1550,Clothing,Female,30,San Antonio,No,97,0,97,3,291,4
2024-05-25,BF1552,Ornaments,Male,34,New Jersey,No,45,0,45,1,45,1
2024-07-30,BF1550,Clothing,Male,20,Manchester,Yes,97,40,137,1,137,4
2024-03-24,BF1550,Clothing,Male,26,Pittsburgh,No,97,0,97,2,194,3
2024-08-03,BF1544,Other,Male,29,Portland,No,9,0,9,1,9,5
2024-04-18,BF1551,Ornaments,Male,19,New York,No,15,0,15,4,60,1
2023-12-01,BF1550,Clothing,Male,25,New Jersey,No,97,0,97,1,97,4
2024-02-11,BF1544,Other,Male,29,Pittsburgh,No,9,0,9,1,9,4
2024-09-27,BF1544,Other,Male,30,Liverpool,Yes,9,40,49,4,196,2
2024-07-30,BF1549,Clothing,Male,28,Sydney,Yes,130,100,230,3,690,5
2024-09-15,BF1550,Clothing,Male,18,Cleveland,No,97,0,97,1,97,1
2023-12-01,BF1550,Clothing,Male,18,New York,No,97,0,97,1,97,4
2024-08-09,BF1554,Ornaments,Female,25,Miami,No,20,0,20,2,40,5
2024-08-28,BF1543,Clothing,Male,29,Las Vegas,No,100,0,100,1,100,1
2023-11-27,BF1548,Clothing,Male,20,Portland,No,65,0,65,1,65,4
2024-04-21,BF1551,Ornaments,Male,35,Sydney,Yes,15,100,115,1,115,4
2023-12-25,BF1547,Ornaments,Male,25,Miami,No,32,0,32,1,32,4
2024-08-08,BF1551,Ornaments,Male,33,Sacramento,No,15,0,15,1,15,5
2024-02-15,BF1543,Clothing,Male,35,Detroit,No,100,0,100,1,100,5
2023-11-26,BF1548,Clothing,Male,33,San Francisco,No,65,0,65,2,130,5
2023-11-14,BF1551,Ornaments,Male,32,Miami,No,15,0,15,1,15,2
2023-12-09,BF1548,Clothing,Female,29,Liverpool,Yes,65,40,105,3,315,5
2024-02-04,BF1548,Clothing,Male,31,Portland,No,65,0,65,1,65,4
2024-06-09,BF1545,Other,Male,27,Portland,No,10,0,10,2,20,3
2024-05-28,BF1544,Other,Male,33,Paris,Yes,9,50,59,1,59,5
2024-07-01,BF1551,Ornaments,Male,33,San Francisco,No,15,0,15,5,75,5
2024-03-15,BF1545,Other,Male,27,San Antonio,No,10,0,10,4,40,4
2024-04-11,BF1555,Other,Female,35,Sacramento,No,23,0,23,2,46,1
2024-10-20,BF1543,Clothing,Female,34,Cleveland,No,100,0,100,4,400,2
2024-05-23,BF1553,Ornaments,Male,26,Glasgow,Yes,50,40,90,1,90,4
2023-11-22,BF1543,Clothing,Male,24,Montreal,Yes,100,25,125,1,125,5
2024-03-06,BF1548,Clothing,Male,29,Detroit,No,65,0,65,1,65,4
2024-01-08,BF1550,Clothing,Female,23,Cleveland,No,97,0,97,1,97,5
2024-03-10,BF1545,Other,Male,29,Austin,No,10,0,10,1,10,4
2024-04-10,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,3,315,2
2024-09-22,BF1544,Other,Female,33,New Jersey,No,9,0,9,1,9,5
